# 旧字新词 (thuộc từ mới của bài): từ, pinyin, từ loại, bài, chữ/từ đã học
帮	bāng	đgt.	4	帮助
不错	búcuò	tt.	5	不、错
出院	chū yuàn		2	出、医院
粉	fěn	tt.	3	粉色
红色	hóngsè	dt.	3	红、颜色
路口	lùkǒu	dt.	13	路、口
手	shǒu	dt.	13	手表、手机
外面	wàimiàn	dt.	5	外、后面、前面
新年	xīnnián	dt.	15	新、年
有意思	yǒu yìsi		14	有、意思
