# 新HSK教程1 – 专有名词
北京	Běijīng	15
大兴机场	Dàxīng Jīchǎng	15
法国	Fǎguó	3
汉语	Hànyǔ	14
汉字	Hànzì	14
胡医生	Hú yīshēng	8
泰国	Tàiguó	3
王老师	Wáng lǎoshī	1
西安	Xī'ān	15
西安饭店	Xī'ān Fàndiàn	6
中国	Zhōngguó	3
中文	Zhōngwén	3
